name_common,age,mlb_ID,player_ID,year_ID,team_ID,stint_ID,lg_ID,G,GS,IPouts,IPouts_start,IPouts_relief,RA,xRA,xRA_sprp_adj,xRA_extras_adj,xRA_def_pitcher,PPF,PPF_custom,xRA_final,BIP,BIP_perc,RS_def_total,runs_above_avg,runs_above_avg_adj,runs_above_rep,RpO_replacement,GR_leverage_index_avg,WAR,salary,teamRpG,oppRpG,pyth_exponent,waa_win_perc,WAA,WAA_adj,oppRpG_rep,pyth_exponent_rep,waa_win_perc_rep,WAR_rep,ERA_plus,ER_lg
Brayan Bello,25,678394,bellobr01,2024,BOS,1,AL,30,30,487,487,0,84,83.091,3.772,0,4.67,106,104.595,85.97,474,0.1112,42,1.97,1.179,16.813,0.193,1,1.54,1166667,4.38443,4.34513,1.854,0.5042,0.126,-0.1066,4.87159,1.886,0.4505,1.524,95.1,77.031
Jakob Junis,30,596001,junisja01,2023,SFG,1,NL,40,4,258,50,208,42,45.117,-1.99,0.631,-0.695,96,97.853,43.499,243,0.0579,-12,1.499,1.681,9.941,0.208,1.0047,0.79,2800000,4.70669,4.66467,1.892,0.5042,0.168,-0.2091,4.91974,1.907,0.4789,0.8296,108.0027027,39.961
Lucas Gilbreath,26,656458,gilbrlu01,2022,COL,1,NL,47,0,129,0,129,22,21.643,-1.448,1.267,0.17,114,111.786,23.801,108,0.0243,7,1.801,1.902,5.742,0.194,1.2949,0.53,NULL,4.39519,4.35472,1.856,0.5043,0.2021,-0.0886,4.47921,1.863,0.4912,0.4173,111.24,22.248
Michel OtaÃ±ez,26,671305,otanemi01,2024,OAK,1,AL,36,0,102,0,102,15,17.029,-1.143,0,-1.026,98,98.358,16.634,73,0.0171,-60,1.634,1.468,4.743,0.193,1.1572,0.43,740000,4.38443,4.34365,1.854,0.5043,0.1548,-0.0581,4.46946,1.862,0.4911,0.3286,115.7923077,15.053
Andrew Wantz,27,681806,wantzan01,2023,LAA,1,AL,27,3,118,6,112,18,20.055,-1.223,0,-0.377,104,102.05,19.603,111,0.0269,-14,1.603,1.12,5.383,0.203,1.2454,0.42,740000,4.6077,4.56622,1.881,0.5043,0.1161,-0.0756,4.74629,1.891,0.486,0.3798,115.4411765,19.625
JosÃ© Lopez,24,673111,lopezjo04,2023,TBR,1,AL,1,0,6,0,6,1,1.26,-0.084,0,0.041,97,94,1.067,7,0.0018,23,0.067,0.042,0.259,0.203,0.64,0.02,NULL,4.6077,4.5657,1.881,0.5043,0.0043,-0.0055,4.79796,1.894,0.4809,0.0192,110.2,1.102
Angel Felipe,25,665734,felipan01,2023,OAK,1,AL,14,0,45,0,45,7,7.835,-0.523,0,-0.576,95,98.719,7.787,31,0.0072,-80,0.787,0.603,2.228,0.203,0.9279,0.17,NULL,4.6077,4.56463,1.881,0.5044,0.0616,-0.0375,4.70963,1.889,0.4897,0.1449,102.3,7.161
Jake Bird,27,656234,birdja01,2023,COL,1,NL,70,3,268,9,259,47,47.387,-2.944,0,0.897,115,114.703,49.949,270,0.0598,15,2.949,3.138,11.718,0.208,1.1243,0.95,722000,4.70669,4.66186,1.892,0.5045,0.315,-0.2295,4.83315,1.902,0.4874,0.867,114.7325581,49.335
Giovanny Gallegos,30,606149,gallegi01,2022,STL,1,NL,57,0,177,0,177,23,27.87,-1.865,2.475,2.083,96,95.796,25.287,144,0.0336,62,2.287,2.425,7.695,0.194,1.7698,0.77,2410000,4.39519,4.35265,1.855,0.5045,0.2565,-0.0638,4.49024,1.864,0.49,0.5751,128.4,25.68
Andrew Chafin,34,605177,chafian01,2024,DET,1,AL,41,0,111,0,111,16,18.49,-1.241,1.247,1.122,101,103.074,17.908,95,0.0229,49,1.908,1.728,5.291,0.193,1.1927,0.48,4750000,4.38443,4.34228,1.854,0.5045,0.1845,-0.0588,4.46568,1.862,0.4915,0.3574,129.7076923,16.862
DL Hall,24,669084,halldl01,2023,BAL,1,AL,18,0,58,0,58,8,9.532,-0.636,0.621,0.32,96,98.148,9.027,53,0.0128,25,1.027,0.79,2.885,0.203,1.215,0.23,NULL,4.6077,4.56381,1.881,0.5045,0.081,-0.0368,4.70988,1.889,0.4896,0.1881,127.2142857,8.905
Zack Weiss,30,592848,weissza01,2022,LAA,1,AL,12,0,40,0,40,6,6.356,-0.422,0.608,0.118,103,100,6.424,30,0.0074,16,0.424,0.493,1.606,0.188,0.6508,0.14,NULL,4.25074,4.20965,1.838,0.5045,0.054,-0.0419,4.35067,1.847,0.4893,0.1289,121.92,6.096
Javy Guerra,27,642770,guerrja02,2023,TBR,2,AL,9,2,33,2,31,5,6.083,-0.364,0,0.173,97,99.654,5.527,30,0.0075,23,0.527,0.392,1.584,0.203,0.6343,0.12,NULL,4.6077,4.56415,1.881,0.5045,0.0405,-0.0317,4.72397,1.89,0.4882,0.1067,105.94,5.297
Seth Lugo,32,607625,lugose01,2022,NYM,1,NL,62,0,195,0,195,26,31.35,-2.097,0.62,-0.047,95,95.434,28.554,182,0.0469,-1,2.554,2.706,8.512,0.194,1.1223,0.76,2925000,4.39519,4.35155,1.855,0.5046,0.2852,-0.1616,4.49146,1.864,0.4899,0.6318,107.6230769,27.982
Chad Green,33,643338,greench03,2024,TOR,1,AL,53,0,160,0,160,20,27.657,-1.856,0.62,3.774,100,99.486,22.531,148,0.0356,106,2.531,2.271,7.408,0.193,1.5443,0.72,10500000,4.38443,4.34158,1.854,0.5046,0.2438,-0.044,4.47503,1.862,0.4905,0.5163,126.2789474,23.993
Colin Holderman,28,670059,holdeco01,2024,PIT,1,NL,55,0,154,0,154,23,25.363,-1.689,1.25,-0.392,101,101.157,25.609,137,0.0327,-12,2.609,2.432,7.403,0.198,1.5671,0.68,755000,4.47804,4.43382,1.865,0.5046,0.253,-0.067,4.56633,1.873,0.4909,0.4956,133.3777778,24.008
Lucas Erceg,29,668674,erceglu01,2024,OAK,1,AL,38,0,110,0,110,17,18.268,-1.226,0.614,-1.362,98,99,18.828,97,0.0227,-60,1.828,1.649,5.181,0.193,1.2761,0.48,750000,4.38443,4.34104,1.854,0.5046,0.1748,-0.0518,4.4713,1.862,0.4909,0.3546,108.14,16.221
Michael Rucker,28,621074,ruckemi01,2022,CHC,1,NL,41,0,164,0,164,25,27.079,-1.812,0.625,0.115,103,103.581,26.7,159,0.0382,3,1.7,1.828,6.711,0.194,0.9383,0.57,NULL,4.39519,4.35061,1.855,0.5047,0.1927,-0.1565,4.51763,1.865,0.4872,0.5295,106.375,25.53
Colin Holderman,27,670059,holdeco01,2023,PIT,1,NL,58,0,168,0,168,25,29.7,-1.957,0,0.267,101,100.533,27.622,160,0.0382,7,2.622,2.74,8.119,0.208,1.3166,0.71,725000,4.70669,4.65945,1.892,0.5048,0.2784,-0.1156,4.80237,1.9,0.4904,0.5474,116.625,27.99
Domingo GermÃ¡n,29,593334,germado01,2022,NYY,1,AL,15,14,217,212,5,31,35.989,1.566,0,5.918,101,98.906,31.291,217,0.0548,108,0.291,0.665,6.703,0.188,1.17,0.7,1750000,4.25074,4.2064,1.838,0.5048,0.072,-0.0565,4.68445,1.867,0.4548,0.6809,109.2827586,31.692
Taylor Widener,27,642203,widenta01,2022,ARI,1,NL,14,0,52,0,52,8,9.234,-0.618,0.619,0.686,99,100.537,8.595,60,0.014,49,0.595,0.636,2.184,0.194,0.8036,0.18,NULL,4.39519,4.34976,1.855,0.5048,0.0672,-0.0543,4.50889,1.865,0.4881,0.1681,112.8428571,7.899
Max Scherzer,39,453286,scherma01,2024,TEX,1,AL,9,9,130,130,0,20,21.678,0.984,0,1.098,98,95.661,20.628,126,0.0305,36,0.628,0.417,4.59,0.193,1,0.42,43333334,4.38443,4.3381,1.854,0.5049,0.0441,-0.0284,4.81791,1.882,0.4558,0.4082,100.7315789,19.139
Matt Moore,34,519043,moorema02,2023,CLE,2,AL,5,0,14,0,14,2,2.652,-0.177,0,0.095,97,96.48,2.296,15,0.0035,27,0.296,0.239,0.744,0.203,1.074,0.06,NULL,4.6077,4.5599,1.88,0.5049,0.0245,-0.0101,4.69649,1.888,0.491,0.0452,118.35,2.367
Tyler Rogers,31,643511,rogerty01,2022,SFG,1,NL,68,0,227,0,227,34,36.857,-2.466,0,-3.157,97,98.533,36.997,241,0.0574,-55,2.997,3.174,9.933,0.194,1.1037,0.88,NULL,4.39519,4.34851,1.855,0.505,0.34,-0.1908,4.49737,1.864,0.4893,0.7342,110.7566667,33.227
A.J. Minter,29,621345,minteaj01,2023,ATL,1,NL,70,0,194,0,194,28,33.62,-2.216,0.632,1.056,101,101.023,31.297,157,0.0391,27,3.297,3.433,9.645,0.208,1.3516,0.85,4287500,4.70669,4.65765,1.892,0.505,0.35,-0.123,4.79823,1.9,0.4909,0.6261,116.1111111,31.35
Jason Adam,31,592094,adamja01,2023,TBR,1,AL,56,0,163,0,163,21,27.862,-1.858,0,0.715,97,96.468,24.396,124,0.0311,23,3.396,2.729,8.617,0.203,1.2559,0.72,1775000,4.6077,4.55897,1.88,0.505,0.28,-0.0921,4.7,1.889,0.4906,0.5289,141.6277778,25.493
Sam Hentges,26,656529,hentgsa01,2023,CLE,1,AL,56,0,157,0,157,24,28.03,-1.87,3.122,0.948,97,96.583,27.366,149,0.0351,27,3.366,2.723,8.395,0.203,1.2514,0.7,NULL,4.6077,4.55908,1.88,0.505,0.28,-0.088,4.6966,1.888,0.491,0.5064,118.1428571,24.81
Richard Bleier,35,542947,bleieri01,2022,MIA,1,NL,55,1,152,0,152,22,25.639,-1.715,1.229,0.755,101,100.207,24.449,179,0.0444,17,2.449,2.568,7.093,0.194,1.033,0.63,2250000,4.39519,4.3485,1.855,0.505,0.275,-0.135,4.47979,1.863,0.4911,0.4939,116.09,23.218
Shawn Armstrong,31,542888,armstsh01,2022,TBR,2,AL,43,3,165,23,142,22,26.658,-1.352,0,0.917,94,97.157,23.696,156,0.0382,24,1.696,1.98,6.572,0.188,0.8458,0.61,NULL,4.25074,4.20469,1.838,0.505,0.215,-0.1353,4.36578,1.847,0.4877,0.5311,102.1681818,22.477
Luke Little,23,681432,littllu01,2024,CHC,1,NL,30,1,78,0,78,11,13.288,-0.885,1.246,0.653,96,96.404,12.529,59,0.0142,46,1.529,1.439,3.957,0.198,1.0928,0.34,740500,4.47804,4.43008,1.865,0.505,0.15,-0.0633,4.56002,1.873,0.4915,0.2525,116.46,11.646
Zack Kelly,27,677161,kellyza01,2022,BOS,1,AL,13,0,41,0,41,6,6.703,-0.445,0,0.083,108,105.763,6.531,44,0.0104,8,0.531,0.602,1.743,0.188,0.9946,0.16,NULL,4.25074,4.20443,1.838,0.505,0.065,-0.0335,4.34529,1.846,0.4898,0.1331,108.9833333,6.539
Brent Suter,33,608718,suterbr01,2023,COL,1,NL,57,2,208,0,208,36,36.688,-2.418,0.623,0.695,115,113.247,38.728,209,0.0463,15,2.728,2.874,9.534,0.208,1.1729,0.79,3000000,4.70669,4.65627,1.892,0.5051,0.2907,-0.1727,4.82722,1.901,0.488,0.6724,147.4153846,38.328
Aroldis Chapman,35,547973,chapmar01,2023,TEX,2,AL,30,0,87,0,87,14,15.16,-1.011,1.883,0.569,104,102.551,15.857,60,0.0146,39,1.857,1.501,4.644,0.203,1.6487,0.41,NULL,4.6077,4.55767,1.88,0.5051,0.153,-0.0187,4.69966,1.888,0.4907,0.2803,116.35,13.962
Pierce Johnson,33,572955,johnspi01,2024,ATL,1,NL,58,0,169,0,169,25,28.33,-1.887,2.492,1.162,100,101,28.051,142,0.0363,32,3.051,2.856,8.312,0.198,1.3186,0.74,7000000,4.47804,4.4288,1.865,0.5052,0.3016,-0.1043,4.56991,1.873,0.4905,0.5456,113.3521739,26.071
Jonathan HernÃ¡ndez,25,642546,hernajo02,2022,TEX,1,AL,29,0,91,0,91,14,14.23,-0.945,1.847,0.205,102,102.015,15.228,86,0.0205,10,1.228,1.385,3.917,0.188,1.0948,0.38,NULL,4.25074,4.20298,1.837,0.5052,0.1508,-0.0668,4.34481,1.846,0.4899,0.2941,135.2,13.52
Kyle Finnegan,31,640448,finneky01,2023,WSN,1,NL,67,0,208,0,208,33,36.834,-2.427,1.257,-1.317,98,98.368,36.377,200,0.0454,-29,3.377,3.523,10.183,0.208,1.8848,0.99,2325000,4.70669,4.65411,1.892,0.5053,0.3551,-0.0407,4.80923,1.9,0.4898,0.6718,113.5344828,32.925
Alex Young,29,622065,youngal01,2023,CIN,1,NL,63,0,161,0,161,27,27.977,-1.844,1.889,-1.014,104,104.059,30.215,165,0.039,-26,3.215,3.328,8.483,0.208,1.2357,0.74,1150000,4.70669,4.65387,1.892,0.5053,0.3339,-0.1137,4.7911,1.899,0.4916,0.5202,121.2,27.876
Ian Hamilton,29,641656,hamilia01,2024,NYY,1,AL,35,0,113,0,113,17,18.927,-1.27,1.851,1.036,102,102.491,18.932,105,0.0259,40,1.932,1.749,5.376,0.193,1.4614,0.52,923050,4.38443,4.33446,1.854,0.5053,0.1855,-0.0351,4.48132,1.863,0.4898,0.3661,108.31875,17.331
Jacob Stallings,33,607732,stallja01,2023,MIA,1,NL,7,0,24,0,24,4,4.466,-0.294,0,-0.057,102,102.889,4.351,33,0.0082,-7,0.351,0.368,1.136,0.208,0,0.07,3350000,4.70669,4.65412,1.892,0.5053,0.0371,-0.0414,4.81994,1.901,0.4887,0.0778,108.475,4.339
Jesse Chavez,40,445926,chaveje01,2024,ATL,1,NL,46,0,190,0,190,27,32.983,-2.197,0.618,1.549,100,99.061,29.575,189,0.0484,32,2.575,2.356,8.49,0.198,0.6811,0.65,740000,4.47804,4.42683,1.865,0.5054,0.2484,-0.2108,4.60828,1.876,0.4866,0.6103,133.1363636,29.29
Andrew Kittredge,32,552640,kittran01,2022,TBR,1,AL,17,0,60,0,60,7,9.41,-0.625,0,0.346,94,91.76,7.744,59,0.0144,24,0.744,0.847,2.517,0.188,1.4935,0.26,1850000,4.25074,4.20091,1.837,0.5054,0.0918,-0.026,4.35655,1.847,0.4886,0.1946,118.3142857,8.282
Kyle Finnegan,32,640448,finneky01,2024,WSN,1,NL,65,0,191,0,191,31,31.867,-2.122,4.957,-0.612,97,98.052,34.626,187,0.0437,-14,3.626,3.406,9.572,0.198,1.7772,0.94,5100000,4.47804,4.42564,1.865,0.5055,0.3575,-0.0332,4.57069,1.873,0.4904,0.6179,109.8653846,28.565
Dauri Moreta,27,664294,moretda01,2023,PIT,1,NL,55,0,174,0,174,26,30.193,-1.99,0.628,0.227,101,100.887,28.858,136,0.0324,7,2.858,2.98,8.551,0.208,1.0307,0.7,725000,4.70669,4.65251,1.891,0.5055,0.3025,-0.1608,4.81119,1.901,0.4896,0.5623,120.7625,28.983
JosÃ© Quijada,28,650671,quijajo01,2024,LAA,1,AL,22,0,58,0,58,9,9.359,-0.628,1.239,0.126,104,103.881,10.226,41,0.0097,13,1.226,1.132,2.994,0.193,1.3577,0.29,840000,4.38443,4.33298,1.854,0.5055,0.121,-0.0184,4.46355,1.861,0.4917,0.1872,130.7285714,9.151
Ildemaro Vargas,31,545121,vargail01,2023,WSN,1,NL,2,0,6,0,6,1,1.175,-0.077,0,-0.052,98,96,1.104,8,0.0018,-29,0.104,0.108,0.3,0.208,0,0.02,975000,4.70669,4.65269,1.891,0.5055,0.011,-0.0112,4.80578,1.9,0.4901,0.0195,111.5,1.115
Jimmy Cordero,31,622772,cordeji01,2023,NYY,1,AL,31,1,98,0,98,14,17.646,-1.177,0,0.447,101,100.409,16.088,86,0.0213,21,2.088,1.687,5.227,0.203,1.2743,0.44,720000,4.6077,4.55328,1.88,0.5056,0.1736,-0.0531,4.70795,1.889,0.4898,0.3177,113.2928571,15.861
Griffin Jax,27,643377,jaxgr01,2022,MIN,1,AL,65,0,217,0,217,29,33.734,-2.24,1.845,1.404,100,100.29,32.028,189,0.0453,31,3.028,3.402,9.44,0.188,1.3351,0.95,NULL,4.25074,4.1984,1.837,0.5057,0.3705,-0.1141,4.35083,1.847,0.4893,0.6984,116.2222222,31.38
JoJo Romero,27,668941,romerjo01,2024,STL,1,NL,65,0,177,0,177,23,30.133,-2.007,0,1.491,101,100.486,26.764,171,0.0403,37,3.764,3.56,9.274,0.198,1.6637,0.91,860000,4.47804,4.42327,1.865,0.5057,0.3705,-0.0365,4.5639,1.873,0.4911,0.5728,125.3136364,27.569
Chris Flexen,29,623167,flexech01,2024,CHW,1,AL,33,30,480,461,19,95,81.045,3.319,0,-10.566,102,102.775,97.564,519,0.1243,-85,2.564,1.785,17.194,0.193,0.3367,1.59,1750000,4.38443,4.33034,1.853,0.5058,0.1914,-0.1165,4.82094,1.883,0.4554,1.5103,83.03181818,73.068
Ben Lively,32,594902,livelbe01,2024,CLE,1,AL,29,29,453,453,0,67,73.086,3.318,0,9.064,101,102.953,69.329,460,0.1162,78,2.329,1.594,16.136,0.193,1,1.49,750000,4.38443,4.32947,1.853,0.5058,0.1682,-0.0991,4.85321,1.884,0.4523,1.4196,106.7078125,68.293
Kenley Jansen,34,445276,janseke01,2022,ATL,1,NL,65,0,192,0,192,25,30.712,-2.055,0.633,1.119,101,100.854,28.412,151,0.0386,29,3.412,3.562,9.278,0.194,1.7135,0.96,16000000,4.39519,4.34039,1.855,0.5058,0.377,-0.0418,4.48561,1.863,0.4905,0.6231,122.0166667,29.284
Joe Mantiply,31,573009,mantijo01,2022,ARI,1,NL,69,0,180,0,180,22,29.219,-1.955,0.62,1.98,99,99.045,25.657,173,0.0404,49,3.657,3.798,9.157,0.194,1.5493,0.93,NULL,4.39519,4.34015,1.855,0.5058,0.4002,-0.0554,4.47504,1.863,0.4916,0.5848,141.7,26.923
Yuki Matsui,28,673513,matsuyu01,2024,SDP,1,NL,64,0,188,0,188,27,32.28,-2.15,0,-0.559,99,100.202,30.751,161,0.0399,-14,3.751,3.534,9.603,0.198,0.9222,0.8,3250000,4.47804,4.42282,1.865,0.5058,0.3712,-0.1838,4.57066,1.873,0.4904,0.6084,110.3653846,28.695
Kenley Jansen,35,445276,janseke01,2023,BOS,1,AL,51,0,134,0,134,21,23.699,-1.581,0.623,-0.506,106,105.17,24.449,117,0.0281,-18,3.449,2.9,7.741,0.203,1.8051,0.75,16000000,4.6077,4.55084,1.88,0.5058,0.2958,0.014,4.69102,1.888,0.4915,0.4355,126.0388889,22.687
Andrew Bellatti,30,571479,bellaan01,2022,PHI,1,NL,59,1,163,3,160,25,26.685,-1.73,2.48,-1.586,98,96.843,28.105,126,0.0311,-51,3.105,3.232,8.085,0.194,1.1636,0.75,NULL,4.39519,4.34041,1.855,0.5058,0.3422,-0.1202,4.47976,1.863,0.4911,0.5298,120.76,24.152
Ben Rortvedt,26,666163,rortvbe01,2024,TBR,1,AL,1,0,6,0,6,1,1.18,-0.079,0,0.014,99,98,1.065,8,0.002,7,0.065,0.055,0.248,0.193,0,0.02,755400,4.38443,4.32943,1.853,0.5058,0.0058,-0.007,4.56449,1.867,0.4812,0.0193,105.4,1.054
Kendall Graveman,31,608665,graveke01,2022,CHW,1,AL,65,0,195,0,195,29,30.506,-2.026,1.856,-1.063,102,102.456,32.17,190,0.0462,-23,3.17,3.506,8.932,0.188,1.5697,0.97,8000000,4.25074,4.1968,1.837,0.5059,0.3835,-0.0492,4.34068,1.846,0.4903,0.6331,125.1173913,28.777
Buck Farmer,32,571656,farmebu01,2023,CIN,1,NL,71,0,225,0,225,36,38.998,-2.57,0.627,-1.266,104,104.46,40.03,206,0.0487,-26,4.03,4.188,11.392,0.208,1.2873,1.01,1750000,4.70669,4.64771,1.891,0.506,0.426,-0.1527,4.81137,1.901,0.4895,0.7329,111.1114286,38.889
Charlie Morton,38,450203,mortoch02,2022,ATL,1,NL,31,31,516,516,0,85,85.009,3.876,0,3.274,101,100.887,86.37,442,0.1129,29,1.37,1.773,17.136,0.194,1,1.66,20000000,4.39519,4.338,1.855,0.5061,0.1891,-0.1439,4.9047,1.888,0.4484,1.6145,94.47349398,78.413
Hunter Strickland,35,519326,strichu01,2024,LAA,1,AL,72,0,220,0,220,31,37.612,-2.524,0,0.651,104,103.054,35.489,211,0.0501,13,4.489,4.132,11.194,0.193,1.1064,1.02,NULL,4.38443,4.32704,1.853,0.5061,0.4392,-0.1283,4.47613,1.862,0.4904,0.7088,126.8037037,34.237
Ryan Thompson,32,657044,thompry02,2024,ARI,1,NL,67,0,199,0,199,26,33.198,-2.211,0,1.128,101,100.875,30.12,204,0.047,24,4.12,3.891,10.315,0.198,1.5387,0.98,1350000,4.47804,4.41997,1.864,0.5061,0.4087,-0.0692,4.57169,1.873,0.4903,0.6435,129.0583333,30.974
JosÃ© Quijada,26,650671,quijajo01,2022,LAA,1,AL,42,0,122,0,122,19,20.061,-1.332,2.469,0.371,103,101.598,21.16,94,0.0232,16,2.16,2.37,5.765,0.188,1.8364,0.66,NULL,4.25074,4.19431,1.837,0.5061,0.2562,0.008,4.33782,1.846,0.4906,0.3964,101.35,18.243
Trevor Megill,29,656730,megiltr01,2023,MIL,1,NL,31,2,104,0,104,14,18.643,-1.229,0,1.408,98,98.635,15.788,83,0.0207,68,1.788,1.861,5.191,0.208,0.6238,0.39,NULL,4.70669,4.64666,1.891,0.5061,0.1891,-0.1345,4.8175,1.901,0.4889,0.3383,119.4,16.716
John King,29,667463,kingjo01,2024,STL,1,NL,56,0,180,0,180,23,28.745,-1.914,0.625,1.702,101,103.081,26.547,195,0.046,37,3.547,3.34,9.15,0.198,1.0127,0.77,1005000,4.47804,4.4184,1.864,0.5062,0.3472,-0.16,4.57939,1.874,0.4895,0.5822,147.5421053,28.033
Tyler Ferguson,30,621053,ferguty01,2024,OAK,1,AL,48,0,154,0,154,23,25.655,-1.721,1.235,-1.668,98,97.15,26.072,119,0.0278,-60,3.072,2.822,7.766,0.193,1.0544,0.7,740000,4.38443,4.32564,1.853,0.5063,0.3024,-0.098,4.48071,1.862,0.4899,0.4971,107.8142857,22.641
Grant Holman,24,680880,holmagr01,2024,OAK,1,AL,18,0,47,0,47,8,7.93,-0.532,1.227,-0.66,98,98.411,9.137,47,0.011,-60,1.137,1.061,2.57,0.193,1.3433,0.25,NULL,4.38443,4.32549,1.853,0.5063,0.1134,-0.0129,4.46279,1.861,0.4918,0.1514,100.4,7.028
Javy Guerra,26,642770,guerrja02,2022,TBR,2,AL,17,0,48,0,48,7,8.046,-0.534,1.226,0.305,94,93.657,7.898,52,0.0127,24,0.898,0.981,2.316,0.188,1.0482,0.23,NULL,4.25074,4.19303,1.837,0.5063,0.1071,-0.0364,4.33539,1.846,0.4909,0.1553,110.9833333,6.659
Elieser HernÃ¡ndez,29,622694,hernael01,2024,MIL,2,NL,4,0,18,0,18,2,2.633,-0.175,0,0.275,101,103.636,2.262,18,0.0043,64,0.262,0.241,0.822,0.198,0.1675,0.06,NULL,4.47804,4.41779,1.864,0.5063,0.0252,-0.0267,4.61993,1.876,0.4854,0.0578,147.8,2.956
Enyel De Los Santos,26,660853,delosen01,2022,CLE,1,AL,50,0,160,0,160,18,24.892,-1.653,0.613,2.566,97,97.079,20.664,135,0.0329,78,2.664,2.94,7.392,0.188,1.0868,0.72,NULL,4.25074,4.19194,1.837,0.5064,0.32,-0.116,4.34667,1.846,0.4897,0.5171,124.9555556,22.492
Matt Koch,32,571863,kochma01,2023,COL,1,NL,39,1,116,0,116,22,20.561,-1.355,1.914,0.416,115,117.718,24.372,125,0.0277,15,2.372,2.454,6.167,0.208,1.3032,0.55,NULL,4.70669,4.64377,1.891,0.5064,0.2496,-0.0725,4.80494,1.9,0.4902,0.3757,97.5,21.45
Trevor Stephan,26,663986,stephtr01,2022,CLE,1,AL,66,0,191,0,191,24,29.925,-1.987,3.683,3.097,97,96.876,27.633,163,0.0397,78,3.633,3.962,9.277,0.188,1.4694,0.99,NULL,4.25074,4.19071,1.837,0.5065,0.429,-0.0544,4.3375,1.846,0.4907,0.6163,141.1368421,26.816
Michael Lorenzen,30,547179,lorenmi01,2022,LAA,1,AL,18,18,293,293,0,48,47.102,2.171,0,1.098,103,100.832,48.576,278,0.0686,16,0.576,1.081,9.234,0.188,1,0.96,7000000,4.25074,4.19068,1.837,0.5065,0.117,-0.0726,4.73875,1.87,0.4494,0.9147,94.72826087,43.575
Richard Lovelady,28,663992,lovelri01,2024,TBR,2,AL,28,0,86,0,86,13,15.25,-1.023,1.235,0.151,99,97.008,14.853,88,0.0215,7,1.853,1.713,4.474,0.193,1.1739,0.42,740000,4.38443,4.32325,1.853,0.5065,0.182,-0.0435,4.4766,1.862,0.4903,0.2785,107.0583333,12.847
Keegan Akin,29,669211,akinke01,2024,BAL,1,AL,66,0,236,0,236,31,39.141,-2.626,0.627,-0.61,93,93.898,35.448,195,0.0469,-13,4.448,4.065,11.641,0.193,1.0655,1.05,825000,4.38443,4.32284,1.853,0.5066,0.4356,-0.1485,4.49174,1.863,0.4887,0.7647,113.2724138,32.849
Mark Leiter Jr.,32,643410,leitema02,2023,CHC,1,NL,69,0,193,0,193,27,33.287,-2.194,1.264,1.587,102,101.963,31.374,160,0.0387,41,4.374,4.51,10.689,0.208,1.4804,1.01,850000,4.70669,4.64133,1.891,0.5066,0.4554,-0.0741,4.79908,1.9,0.4908,0.624,122.252,30.563
Amir Garrett,31,607237,garream01,2023,KCR,1,AL,27,0,73,0,73,11,13.103,-0.874,0,-0.423,103,103.089,13.043,64,0.0151,-28,2.043,1.744,4.381,0.203,0.5644,0.32,2650000,4.6077,4.54311,1.879,0.5066,0.1782,-0.0961,4.69344,1.888,0.4913,0.236,135.6111111,12.205
Kyle Finnegan,30,640448,finneky01,2022,WSN,1,NL,66,0,200,0,200,28,33.002,-2.208,0.615,-1.693,97,96.627,31.985,176,0.0403,-42,3.985,4.141,10.096,0.194,1.4738,1.01,NULL,4.39519,4.33245,1.854,0.5067,0.4422,-0.0788,4.48795,1.864,0.4903,0.646,112.6769231,29.296
Jacob Webb,30,657097,webbja01,2024,BAL,1,AL,60,0,170,0,170,23,27.919,-1.873,2.452,-0.472,93,93.35,27.043,151,0.0363,-13,4.043,3.767,9.224,0.193,1.1138,0.86,1000000,4.38443,4.32165,1.853,0.5067,0.402,-0.0943,4.46946,1.862,0.4911,0.5476,124.7894737,23.71
Ryan Pressly,33,519151,pressry01,2022,HOU,1,AL,50,0,145,0,145,17,22.621,-1.502,1.24,1.993,98,97.363,19.829,104,0.0273,73,2.829,3.079,7.114,0.188,1.8016,0.82,10000000,4.25074,4.18916,1.837,0.5067,0.335,0.0165,4.33768,1.846,0.4907,0.4669,128.79375,20.607
Jordan Weems,30,607179,weemsjo01,2023,WSN,1,NL,51,0,164,0,164,25,28.871,-1.903,1.238,-0.928,98,97.034,28.27,141,0.032,-29,3.27,3.385,8.636,0.208,1.0684,0.73,NULL,4.70669,4.64032,1.891,0.5067,0.3417,-0.1442,4.81291,1.901,0.4894,0.5314,118.1636364,25.996
Alex Lange,27,656638,langeal01,2023,DET,1,AL,67,0,198,0,198,30,33.835,-2.257,3.147,0.829,103,104.056,35.271,157,0.0377,22,5.271,4.46,11.613,0.203,1.7891,1.12,726000,4.6077,4.54113,1.879,0.5068,0.4556,0.0244,4.70141,1.889,0.4905,0.6395,118.0444444,31.872
Lucas Luetge,35,476595,luetglu01,2022,NYY,1,AL,50,0,172,0,172,19,27.309,-1.813,0.619,4.633,101,101.538,21.812,170,0.0429,108,2.812,3.108,7.895,0.188,0.9478,0.75,905000,4.25074,4.18858,1.837,0.5068,0.34,-0.1486,4.35387,1.847,0.4889,0.5573,147.9705882,25.155
Brock Burke,27,656271,burkebr01,2024,LAA,2,AL,21,1,61,3,58,8,9.774,-0.602,0,0.155,104,104.659,9.437,50,0.0119,13,1.437,1.338,3.296,0.193,1.218,0.32,NULL,4.38443,4.32072,1.853,0.5068,0.1428,-0.0259,4.4716,1.862,0.4908,0.1981,120.2,9.616
