name_common,age,mlb_ID,player_ID,year_ID,team_ID,stint_ID,lg_ID,G,GS,IPouts,IPouts_start,IPouts_relief,RA,xRA,xRA_sprp_adj,xRA_extras_adj,xRA_def_pitcher,PPF,PPF_custom,xRA_final,BIP,BIP_perc,RS_def_total,runs_above_avg,runs_above_avg_adj,runs_above_rep,RpO_replacement,GR_leverage_index_avg,WAR,salary,teamRpG,oppRpG,pyth_exponent,waa_win_perc,WAA,WAA_adj,oppRpG_rep,pyth_exponent_rep,waa_win_perc_rep,WAR_rep,ERA_plus,ER_lg
GermÃ¡n MÃ¡rquez,28,608566,marquge01,2023,COL,1,NL,4,4,60,60,0,11,10.832,0.505,0,0.194,115,100.75,11.227,58,0.0129,15,0.227,0.269,2.19,0.208,1,0.2,15300000,4.70669,4.63944,1.891,0.5068,0.0272,-0.0139,5.20214,1.923,0.452,0.1886,101.6090909,11.177
Ryan Fernandez,26,681676,fernary01,2024,STL,1,NL,62,0,200,0,200,30,33.561,-2.235,3.743,1.573,101,102.512,34.337,180,0.0425,37,4.337,4.107,10.563,0.198,1.3018,0.96,740000,4.47804,4.4118,1.864,0.5069,0.4278,-0.1156,4.57975,1.874,0.4895,0.6446,119.7269231,31.129
Tayler Saucedo,30,642048,sauceta01,2023,SEA,1,AL,52,0,143,0,143,20,25.063,-1.672,2.494,0.498,94,95.14,24.153,135,0.0332,15,4.153,3.568,8.733,0.203,0.7985,0.67,NULL,4.6077,4.53909,1.879,0.507,0.364,-0.1489,4.6949,1.888,0.4912,0.4598,110.6631579,21.026
Hirokazu Sawamura,34,617228,sawamhi01,2022,BOS,1,AL,49,0,152,0,152,23,24.708,-1.641,0.615,0.292,108,110.652,25.882,154,0.0365,8,2.882,3.144,7.374,0.188,0.7039,0.66,1200000,4.25074,4.18657,1.836,0.507,0.343,-0.1742,4.34374,1.846,0.49,0.492,113.2380952,23.78
Elvis Peguero,26,665625,pegueel01,2023,MIL,1,NL,59,0,184,0,184,25,31.805,-2.096,2.507,2.849,98,98.857,29.031,168,0.0419,68,4.031,4.16,10.051,0.208,1.5224,0.95,NULL,4.70669,4.63618,1.891,0.5071,0.4189,-0.0656,4.8097,1.9,0.4897,0.5974,128.0173913,29.444
Pete Fairbanks,30,664126,fairbpe01,2024,TBR,1,AL,46,0,136,0,136,20,22.921,-1.538,1.859,0.211,99,101.092,23.282,124,0.0302,7,3.282,3.061,7.427,0.193,1.8809,0.82,3666667,4.38443,4.31789,1.853,0.5071,0.3266,0.0501,4.47316,1.862,0.4907,0.4387,112.3166667,20.217
Bryan Shaw,35,543766,shawbr01,2023,CHW,1,AL,38,0,137,0,137,21,22.975,-1.532,0,-1.4,104,105.874,24.185,127,0.0311,-45,3.185,2.624,7.573,0.203,1.0166,0.61,NULL,4.6077,4.53865,1.879,0.5071,0.2698,-0.1053,4.72202,1.89,0.4884,0.4429,107.3333333,22.54
Yoendrys GÃ³mez,24,672782,gomezyo01,2024,NYY,1,AL,5,0,34,0,34,5,6.235,-0.418,0,0.356,102,98.704,5.39,36,0.0089,40,0.39,0.335,1.426,0.193,0.12,0.11,740000,4.38443,4.31743,1.853,0.5071,0.0355,-0.039,4.5885,1.869,0.4788,0.1087,106.68,5.334
George Kirby,26,669923,kirbyge01,2024,SEA,1,AL,33,33,573,573,0,82,94.01,4.268,0,7.452,91,93.766,85.164,568,0.1433,52,3.164,2.234,20.629,0.193,1,1.9,798600,4.38443,4.31673,1.853,0.5072,0.2376,-0.1254,4.90551,1.887,0.4472,1.7883,103.7426667,77.807
Ross Detwiler,36,446321,detwiro01,2022,CIN,1,NL,30,0,79,0,79,13,13.557,-0.907,0.621,-0.614,107,107.787,14.966,81,0.0198,-31,1.966,2.028,4.38,0.194,0.8083,0.38,NULL,4.39519,4.32759,1.854,0.5072,0.216,-0.0932,4.4758,1.863,0.4915,0.2573,98.93076923,12.861
Trent Thornton,29,663423,thorntr01,2023,SEA,2,AL,23,1,78,0,78,11,14.057,-0.938,1.238,0.284,94,91.942,12.939,77,0.0189,15,1.939,1.62,4.437,0.203,1.0214,0.36,NULL,4.6077,4.53727,1.879,0.5072,0.1656,-0.0594,4.71524,1.889,0.4891,0.2519,192.4333333,11.546
Burch Smith,34,572143,smithbu03,2024,MIA,1,NL,25,0,89,0,89,15,15.014,-1,0.631,-0.498,109,111.141,16.83,102,0.0237,-21,1.83,1.727,4.601,0.198,0.6208,0.35,NULL,4.47804,4.40896,1.864,0.5072,0.18,-0.1143,4.59029,1.875,0.4884,0.2871,107.4142857,15.038
Cal Quantrill,27,615698,quantca01,2022,CLE,1,AL,32,32,559,559,0,78,88.491,4.079,0,11.107,97,97.203,79.184,585,0.1424,78,1.184,2.147,17.702,0.188,1,1.84,2510000,4.25074,4.18364,1.836,0.5073,0.2336,-0.1385,4.77445,1.872,0.4458,1.7417,111.6514286,78.156
Brad Boxberger,34,502202,boxbebr01,2022,MIL,1,NL,70,0,192,0,192,23,30.664,-2.051,1.242,2.088,99,99.642,27.668,171,0.0435,48,4.668,4.818,10.534,0.194,1.7811,1.16,1750000,4.39519,4.32636,1.854,0.5073,0.511,0.0233,4.47915,1.863,0.4912,0.6216,136.7,28.707
Keynan Middleton,29,641871,middlke01,2023,CHW,1,AL,39,0,109,0,109,17,19.06,-1.271,0.628,-1.013,104,103.962,20.2,92,0.0225,-45,3.2,2.754,6.691,0.203,1.0474,0.56,NULL,4.6077,4.53709,1.879,0.5073,0.2847,-0.0788,4.69633,1.888,0.491,0.3527,112.3,17.968
Dylan Covey,31,592229,coveydy01,2023,PHI,2,NL,28,1,117,17,100,20,21.39,-1.06,1.26,-1.064,98,96.879,21.947,128,0.0313,-34,1.947,2.029,5.775,0.208,0.5267,0.44,NULL,4.70669,4.63423,1.89,0.5073,0.2044,-0.1403,4.84471,1.902,0.4863,0.3771,117.40625,18.785
Zach Penrod,27,683068,penroza01,2024,BOS,1,AL,7,0,12,0,12,2,2.074,-0.139,0.619,0.118,106,102.5,2.497,12,0.0028,42,0.497,0.478,0.863,0.193,0.98,0.08,NULL,4.38443,4.31615,1.853,0.5073,0.0511,-0.0088,4.43588,1.86,0.4946,0.0388,206.4,2.064
Pablo Reyes,29,622569,reyespa01,2023,BOS,1,AL,2,0,6,0,6,1,1.075,-0.072,0,-0.04,106,112,1.168,9,0.0022,-18,0.168,0.143,0.36,0.203,0,0.02,NULL,4.6077,4.5362,1.879,0.5073,0.0146,-0.012,4.70283,1.889,0.4904,0.0193,117.8,1.178
Dylan Floro,31,571670,florody01,2022,MIA,1,NL,56,0,161,0,161,23,26.861,-1.797,2.466,0.661,101,99.691,26.786,157,0.0389,17,3.786,3.912,8.705,0.194,1.1904,0.83,3000000,4.39519,4.32533,1.854,0.5074,0.4144,-0.1083,4.48319,1.863,0.4908,0.5199,136.5722222,24.583
Buck Farmer,31,571656,farmebu01,2022,CIN,1,NL,44,0,141,0,141,21,23.026,-1.54,0,-0.902,107,106.925,23.938,119,0.0291,-31,2.938,3.048,7.246,0.194,1.2239,0.69,NULL,4.39519,4.32592,1.854,0.5074,0.3256,-0.093,4.49328,1.864,0.4897,0.4573,114.1,22.82
Angel Perdomo,29,622780,perdoan01,2023,PIT,1,NL,30,0,87,0,87,14,15.113,-0.996,1.885,0.099,101,101.419,16.129,59,0.0141,7,2.129,2.19,4.976,0.208,1.1083,0.43,NULL,4.70669,4.63369,1.89,0.5074,0.222,-0.0707,4.80248,1.9,0.4904,0.2831,121.475,14.577
Domingo Acevedo,28,642758,acevedo01,2022,OAK,1,AL,70,0,203,0,203,26,32.554,-2.162,0.608,-1.126,95,94.782,30.45,188,0.0433,-26,4.45,4.8,10.449,0.188,1.4257,1.13,NULL,4.25074,4.18217,1.836,0.5075,0.525,-0.0532,4.33768,1.846,0.4907,0.6537,111.628,27.907
Enyel De Los Santos,27,660853,delosen01,2023,CLE,1,AL,70,0,197,0,197,26,34.542,-2.304,1.865,1.088,97,96.656,31.911,171,0.0403,27,5.911,5.104,12.221,0.203,1.3586,1.1,750000,4.6077,4.53479,1.879,0.5075,0.525,-0.0605,4.69694,1.888,0.4909,0.64,129.5333333,31.088
Bryan Baker,27,641329,bakerbr01,2022,BAL,1,AL,66,2,209,7,202,29,34.448,-2.158,2.462,1.587,100,100.021,33.172,186,0.0429,37,4.172,4.532,10.348,0.188,1.1647,1.04,NULL,4.25074,4.18207,1.836,0.5075,0.495,-0.1264,4.34567,1.846,0.4898,0.6759,111.9592593,30.229
Robert Garcia,27,676395,garciro04,2023,WSN,2,NL,24,0,95,0,95,16,16.144,-1.064,2.503,-0.522,98,97.806,17.708,79,0.018,-29,1.708,1.775,4.816,0.208,1.2433,0.42,NULL,4.70669,4.63273,1.89,0.5075,0.18,-0.0684,4.83744,1.902,0.487,0.3067,116.3846154,15.13
Kyle Hendricks,33,543294,hendrky01,2023,CHC,1,NL,24,24,411,411,0,68,70.052,3.264,0,4.506,102,101.01,69.505,454,0.1099,41,1.505,1.794,14.953,0.208,1,1.37,14000000,4.70669,4.63194,1.89,0.5076,0.1824,-0.0953,5.27233,1.926,0.4456,1.2826,113.845614,64.892
JosÃ© Alvarado,27,621237,alvarjo03,2022,PHI,1,NL,59,0,153,0,153,21,24.87,-1.664,1.235,-1.362,98,97.318,25.111,108,0.0267,-51,4.111,4.23,8.786,0.194,1.4083,0.89,1900000,4.39519,4.3235,1.854,0.5076,0.4484,-0.049,4.47457,1.863,0.4917,0.4941,126.0055556,22.681
Reynaldo LÃ³pez,29,625643,lopezre01,2023,CHW,1,AL,43,0,126,0,126,21,22.416,-1.495,1.884,-1.148,104,103.213,24.723,104,0.0255,-45,3.723,3.207,7.759,0.203,1.5914,0.74,3625000,4.6077,4.53312,1.879,0.5077,0.3311,-0.001,4.70062,1.889,0.4906,0.4061,103.72,20.744
Sam Long,28,669674,longsa01,2024,KCR,1,AL,43,0,128,0,128,17,21.434,-1.438,0,0.718,105,105.318,20.303,114,0.0276,26,3.303,3.095,7.204,0.193,1.083,0.67,740000,4.38443,4.31245,1.852,0.5077,0.3311,-0.0746,4.47376,1.862,0.4906,0.4145,134.54,20.181
Sam Hentges,27,656529,hentgsa01,2024,CLE,1,AL,25,0,71,0,71,8,11.481,-0.77,0,1.147,101,103.824,9.93,58,0.0147,78,1.93,1.815,4.094,0.193,0.918,0.37,1162000,4.38443,4.31183,1.852,0.5077,0.1925,-0.0569,4.46966,1.862,0.491,0.2307,135.5875,10.847
Manuel RodrÃ­guez,25,655889,rodrima01,2022,CHC,1,NL,14,0,41,0,41,6,6.674,-0.446,0.621,0.029,103,102.351,6.98,40,0.0096,3,0.98,1.012,2.233,0.194,1.9279,0.25,NULL,4.39519,4.32291,1.854,0.5077,0.1078,0.0124,4.48483,1.863,0.4906,0.1328,130.2,6.51
Jhon Romero,27,664584,romerjh01,2022,MIN,1,AL,4,0,15,0,15,2,2.431,-0.161,0,0.127,100,105.333,2.257,17,0.0041,31,0.257,0.283,0.7,0.188,0.5825,0.06,NULL,4.25074,4.17999,1.836,0.5077,0.0308,-0.0186,4.36316,1.847,0.4879,0.0486,116.35,2.327
Phil Maton,30,664208,matonph01,2023,HOU,1,AL,68,0,198,0,198,27,35.199,-2.348,1.876,1.028,98,97.912,32.995,166,0.0411,25,5.995,5.184,12.337,0.203,1.0525,1.03,2550000,4.6077,4.53147,1.879,0.5078,0.5304,-0.1415,4.70003,1.889,0.4906,0.6422,142.0227273,31.245
Brooks Raley,34,548384,raleybr01,2022,TBR,1,AL,60,0,161,0,161,19,25.966,-1.724,0.62,0.804,94,95.781,23.043,137,0.0335,24,4.043,4.32,8.801,0.188,1.492,0.97,4250000,4.25074,4.17874,1.836,0.5078,0.468,-0.0156,4.33118,1.845,0.4914,0.5181,137.1,21.936
Spencer Bivens,30,702352,bivensp01,2024,SFG,1,NL,27,2,146,28,118,20,25.526,-1.149,0,0.075,93,91.267,22.18,153,0.0377,2,2.18,2.012,6.725,0.198,1.0024,0.56,740000,4.47804,4.40352,1.863,0.5078,0.2106,-0.1137,4.64854,1.878,0.4825,0.4678,123.4117647,20.98
Chris Stratton,31,608717,stratch01,2022,STL,2,NL,20,0,68,0,68,8,10.502,-0.703,0.62,0.899,96,98.796,9.405,62,0.0145,62,1.405,1.458,3.483,0.194,0.7305,0.29,NULL,4.39519,4.32229,1.854,0.5078,0.156,-0.0834,4.49927,1.864,0.4891,0.22,142.4428571,9.971
Matt Bowman,33,621199,bowmama01,2024,BAL,4,AL,15,1,47,0,47,6,8.116,-0.545,0,-0.144,93,92.909,7.168,46,0.0111,-13,1.168,1.092,2.601,0.193,0.6064,0.21,NULL,4.38443,4.31163,1.852,0.5078,0.117,-0.0554,4.47846,1.862,0.4901,0.1523,111.3,6.678
Ryan Castellani,26,624418,castery01,2022,OAK,1,AL,3,0,8,0,8,1,1.311,-0.087,0,-0.06,95,93.636,1.202,10,0.0023,-26,0.202,0.216,0.438,0.188,1.4967,0.05,NULL,4.25074,4.17874,1.836,0.5078,0.0234,-0.0007,4.33068,1.845,0.4914,0.0259,NULL,1.263
Joel Payamps,30,606303,payamjo01,2024,MIL,1,NL,68,0,177,0,177,23,29.61,-1.972,2.507,2.413,101,102.247,28.355,156,0.0377,64,5.355,5.151,10.865,0.198,1.5074,1.09,1650000,4.47804,4.40229,1.863,0.5079,0.5372,-0.0232,4.56011,1.873,0.4915,0.5723,137.845,27.569
A.J. Puk,27,640462,pukaj01,2022,OAK,1,AL,62,0,199,0,199,27,32.259,-2.142,1.824,-1.024,95,94.569,31.175,171,0.0394,-26,4.175,4.518,10.055,0.188,1.4423,1.08,NULL,4.25074,4.17787,1.836,0.5079,0.4898,-0.0533,4.34696,1.846,0.4897,0.6412,118.9565217,27.36
Anthony Bender,29,669622,bendean01,2024,MIA,1,NL,59,0,159,0,159,25,26.984,-1.797,1.262,-0.716,109,109.009,29.612,147,0.0341,-21,4.612,4.429,9.562,0.198,1.1539,0.87,770000,4.47804,4.40298,1.863,0.5079,0.4661,-0.1073,4.56301,1.873,0.4912,0.5141,111.3833333,26.732
Nick Lodolo,26,666157,lodolni01,2024,CIN,1,NL,21,21,346,346,0,62,55.343,2.54,0,-2.688,106,105.655,63.996,316,0.0768,-35,1.996,1.597,12.767,0.198,1,1.15,760000,4.47804,4.402,1.863,0.508,0.168,-0.0932,4.99754,1.898,0.4481,1.0788,92.42786885,56.381
Kenta Maeda,35,628317,maedake01,2023,MIN,1,AL,21,20,313,303,10,50,51.814,2.187,0,1.838,100,101.444,52.916,280,0.0707,26,2.916,1.634,12.942,0.203,0.95,1.08,3125000,4.6077,4.52989,1.879,0.508,0.168,-0.0702,5.08033,1.91,0.4535,0.9813,103.6367347,50.782
Trey Wingenter,30,622259,wingetr01,2024,CHC,2,NL,5,0,18,0,18,2,3.098,-0.206,0,0.253,96,90.929,2.4,23,0.0055,46,0.4,0.379,0.96,0.198,0.202,0.07,NULL,4.47804,4.40224,1.863,0.508,0.04,-0.0322,4.59155,1.875,0.4883,0.0579,140.9,2.818
Sam Moll,30,594580,mollsa01,2022,OAK,1,AL,53,0,130,0,130,16,21.436,-1.423,0,-0.694,95,95.187,19.71,116,0.0267,-26,3.71,3.934,7.551,0.188,1.4175,0.83,NULL,4.25074,4.17651,1.836,0.5081,0.4293,-0.016,4.32427,1.845,0.4921,0.4204,128.0857143,17.932
Brad Hand,32,543272,handbr01,2022,PHI,1,NL,55,0,135,0,135,18,22.209,-1.486,0.62,-1.647,98,96.111,22.096,131,0.0323,-51,4.096,4.201,8.221,0.194,1.2295,0.81,6000000,4.39519,4.31881,1.853,0.5081,0.4455,-0.0728,4.47032,1.862,0.4921,0.4384,143.0857143,20.032
Drew Smith,28,622098,smithdr01,2022,NYM,1,NL,44,0,138,0,138,17,22.344,-1.495,0.616,-0.031,95,94.235,20.257,119,0.0307,-1,3.257,3.365,7.473,0.194,1.1873,0.71,750000,4.39519,4.31871,1.853,0.5081,0.3564,-0.0933,4.4912,1.864,0.4899,0.4484,116.7764706,19.852
Jose A. Ferrer,24,678606,ferrejo01,2024,WSN,1,NL,31,0,96,0,96,12,15.783,-1.051,0,-0.314,97,96.434,14.509,96,0.0224,-14,2.509,2.398,5.497,0.198,1.0403,0.48,743000,4.47804,4.40069,1.863,0.5081,0.2511,-0.0814,4.57568,1.874,0.4899,0.31,120.35,14.442
Matt Brash,25,666374,brashma01,2023,SEA,1,AL,78,0,212,0,212,26,37.11,-2.475,1.256,0.612,94,93.786,33.087,166,0.0408,15,7.087,6.219,13.878,0.203,1.4783,1.31,725800,4.6077,4.52797,1.878,0.5082,0.6396,-0.0133,4.69389,1.888,0.4913,0.6818,129.5375,31.089
Steven Okert,30,595345,okertst01,2022,MIA,1,NL,60,0,154,0,154,19,25.688,-1.719,0,0.527,101,100.308,23.514,125,0.031,17,4.514,4.634,9.219,0.194,1.419,0.96,NULL,4.39519,4.31796,1.853,0.5082,0.492,-0.0383,4.47376,1.863,0.4917,0.5025,138.3588235,23.521
Rafael Montero,31,606160,montera01,2022,HOU,1,AL,71,0,205,0,205,22,32.357,-2.149,0.615,3.292,98,98.23,27.044,172,0.0451,73,5.044,5.397,11.102,0.188,1.4187,1.21,2725000,4.25074,4.17472,1.836,0.5083,0.5893,-0.0431,4.3373,1.846,0.4907,0.663,161.4666667,29.064
Jacob Webb,29,657097,webbja01,2023,BAL,2,AL,25,0,66,0,66,8,11.346,-0.757,0.615,0.345,96,94.674,10.281,57,0.0138,25,2.281,2.011,4.395,0.203,0.9468,0.36,NULL,4.6077,4.52726,1.878,0.5083,0.2075,-0.0573,4.69142,1.888,0.4915,0.2135,126.375,10.11
Alex Young,30,622065,youngal01,2024,NYM,2,NL,14,0,41,0,41,5,6.898,-0.459,0,0.125,95,97.414,6.151,38,0.0096,13,1.151,1.104,2.427,0.198,0.5157,0.18,NULL,4.47804,4.39919,1.863,0.5083,0.1162,-0.065,4.57038,1.873,0.4904,0.1331,122.8,6.14
Kenny Rosenberg,26,670046,rosenke01,2022,LAA,1,AL,3,1,32,14,18,5,5.593,-0.096,0,0.13,103,96.383,5.173,33,0.0081,16,0.173,0.228,1.119,0.188,0.145,0.1,NULL,4.25074,4.17474,1.836,0.5083,0.0249,-0.0241,4.57052,1.86,0.4663,0.1015,98.2,4.91
Alex Claudio,31,592222,claudal01,2023,MIL,1,NL,1,0,1,0,1,0,0.141,-0.009,0,0.048,98,96,0.081,3,0.0007,68,0.081,0.082,0.114,0.208,0.51,0.01,100000,4.70669,4.62469,1.89,0.5083,0.0083,-0.003,4.73972,1.896,0.4967,0.0032,NULL,0.329
Julian Merryweather,31,657240,merryju01,2023,CHC,1,NL,69,0,216,0,216,28,37.093,-2.444,0,1.669,102,101.875,33.598,168,0.0407,41,5.598,5.75,12.665,0.208,0.9826,1.07,737000,4.70669,4.62336,1.89,0.5084,0.5796,-0.2104,4.81009,1.901,0.4897,0.6986,126.6111111,34.185
Zach Jackson,27,667427,jacksza02,2022,OAK,1,AL,54,0,144,0,144,18,22.789,-1.513,1.237,-0.598,95,94.762,21.9,100,0.023,-26,3.9,4.148,8.155,0.188,1.4772,0.91,NULL,4.25074,4.17392,1.836,0.5084,0.4536,-0.0087,4.33068,1.845,0.4914,0.4663,124.03125,19.845
Adam Oller,29,670124,ollerad01,2024,MIA,1,NL,8,8,127,127,0,25,22.361,1.026,0,-0.63,109,107.365,25.786,129,0.03,-21,0.786,0.64,4.739,0.198,1,0.43,NULL,4.47804,4.39804,1.863,0.5084,0.0672,-0.0342,4.97858,1.897,0.4499,0.3967,85.544,21.386
Cody Poteet,27,547001,poteeco01,2022,MIA,1,NL,12,2,84,23,61,12,13.854,-0.5,0,0.345,101,99.053,12.886,82,0.0203,17,0.886,0.952,3.453,0.194,0.495,0.29,NULL,4.39519,4.31586,1.853,0.5084,0.1008,-0.0809,4.60946,1.871,0.4777,0.27,107.5583333,12.907
Emerson Hancock,24,676106,hancoem01,2023,SEA,1,AL,3,3,36,36,0,6,6.44,0.295,0,0.147,94,97.02,6.392,40,0.0098,15,0.392,0.245,1.545,0.203,1,0.13,NULL,4.6077,4.52603,1.878,0.5084,0.0252,-0.0074,4.98822,1.905,0.4623,0.1136,90.33333333,5.42
Mitch Spence,26,687765,spencmi01,2024,OAK,1,AL,35,24,454,392,62,79,75.074,2.255,0.614,-6.666,98,97.573,82.556,475,0.1111,-60,3.556,2.819,17.394,0.193,1.0782,1.61,740000,4.38443,4.30389,1.852,0.5086,0.301,-0.1269,4.7737,1.88,0.4601,1.4329,86.25324675,66.415
Nick Martinez,31,607259,martini01,2022,SDP,1,NL,47,10,319,157,162,44,52.006,-0.6,0.615,1.526,93,94.156,47.544,308,0.0763,20,3.544,3.793,13.291,0.194,1.0303,1.24,6000000,4.39519,4.31449,1.853,0.5086,0.4042,-0.1894,4.60295,1.87,0.4784,1.0244,109.0487805,44.71
Paul Sewald,33,623149,sewalpa01,2023,SEA,1,AL,45,0,129,0,129,15,22.124,-1.476,0.626,0.35,94,92.26,19.304,95,0.0233,15,4.304,3.776,8.436,0.203,1.6616,0.83,4100000,4.6077,4.52379,1.878,0.5086,0.387,0.0268,4.6986,1.888,0.4908,0.416,135.6,18.984
Anthony Bender,27,669622,bendean01,2022,MIA,1,NL,22,0,58,0,58,7,9.658,-0.646,0,0.219,101,99.359,8.737,52,0.0129,17,1.737,1.782,3.509,0.194,1.8964,0.41,NULL,4.39519,4.31419,1.853,0.5086,0.1892,0.0316,4.47589,1.863,0.4915,0.1887,128.0714286,8.965
Tommy Kahnle,34,592454,kahnlto01,2024,NYY,1,AL,50,0,128,0,128,16,21.166,-1.42,1.243,1.108,102,102.045,20.288,112,0.0277,40,4.288,4.08,8.189,0.193,1.1578,0.8,5750000,4.38443,4.30283,1.852,0.5087,0.435,-0.054,4.46126,1.861,0.4919,0.4153,196.09,19.609
Jake Irvin,27,663623,irvinja01,2024,WSN,1,NL,33,33,563,563,0,97,96.665,4.437,0,-1.821,97,97.573,100.425,557,0.1301,-14,3.425,2.776,20.951,0.198,1,1.89,745600,4.47804,4.39392,1.863,0.5088,0.2904,-0.1517,5.01596,1.899,0.4464,1.7508,91.16086957,83.868
Dillon Tate,28,622253,tatedi01,2022,BAL,1,AL,67,0,221,0,221,29,36.183,-2.403,1.848,1.787,100,100.473,34.001,209,0.0483,37,5.001,5.382,11.531,0.188,1.2463,1.2,NULL,4.25074,4.17041,1.835,0.5088,0.5896,-0.1069,4.34963,1.846,0.4894,0.7131,127.82,31.955
Luis Castillo,31,622491,castilu02,2024,SEA,1,AL,30,30,526,526,0,73,85.882,3.899,0,6.453,91,91.641,76.363,492,0.1241,52,3.363,2.509,19.395,0.193,1,1.79,24150000,4.38443,4.3008,1.852,0.5089,0.267,-0.1151,4.91061,1.888,0.4467,1.6412,100.6183099,71.439
Jon Gray,30,592351,grayjo02,2022,TEX,1,AL,24,24,382,382,0,61,61.04,2.814,0,0.815,102,98.825,62.298,342,0.0815,10,1.298,1.956,12.586,0.188,1,1.31,15000000,4.25074,4.16924,1.835,0.5089,0.2136,-0.0946,4.72792,1.869,0.4505,1.193,100.375,56.21
Jeff Hoffman,29,656546,hoffmje02,2022,CIN,1,NL,35,1,134,5,129,22,22.573,-1.415,0.629,-0.958,107,109.147,24.825,126,0.0309,-31,2.825,2.93,6.919,0.194,0.6326,0.57,925000,4.39519,4.31148,1.853,0.5089,0.3115,-0.1749,4.51238,1.865,0.4877,0.4344,114.1894737,21.696
Johan Oviedo,24,670912,oviedjo01,2022,STL,1,NL,14,1,76,15,61,9,12.011,-0.537,0,1.073,96,97.185,10.108,74,0.0173,62,1.108,1.167,3.43,0.194,0.7377,0.3,NULL,4.39519,4.31183,1.853,0.5089,0.1246,-0.0733,4.56136,1.868,0.4827,0.2444,123.6,11.124
Garrett Cleavinger,29,664076,cleavga01,2023,TBR,1,AL,15,0,36,0,36,5,5.939,-0.396,1.246,0.156,97,97.375,6.459,27,0.0068,23,1.459,1.312,2.612,0.203,1.5887,0.26,725100,4.6077,4.52023,1.878,0.509,0.135,0.0115,4.68381,1.888,0.4923,0.116,144.075,5.763
Huascar BrazobÃ¡n,33,623211,brazohu01,2023,MIA,1,NL,50,0,176,0,176,28,31.211,-2.057,1.892,-0.274,102,103.284,32.349,157,0.0391,-7,4.349,4.473,10.108,0.208,1.3976,0.95,724000,4.70669,4.61723,1.889,0.5091,0.455,-0.0768,4.82296,1.901,0.4884,0.5702,113.862963,30.743
Nabil Crismatt,29,622503,crismna01,2024,LAD,1,NL,5,0,21,0,21,3,3.642,-0.243,0.625,0.319,93,93.308,3.457,20,0.0049,65,0.457,0.433,1.111,0.198,0.64,0.09,NULL,4.47804,4.39144,1.863,0.5091,0.0455,-0.0271,4.61047,1.876,0.4863,0.0678,158.15,3.163
Nick Martinez,32,607259,martini01,2023,SDP,1,NL,63,9,331,128,203,45,58.07,-1.301,1.265,4.196,93,93.818,50.51,311,0.0777,54,5.51,5.743,16.34,0.208,1.2443,1.47,10000000,4.70669,4.61553,1.889,0.5092,0.5796,-0.1793,4.88023,1.904,0.4828,1.0651,123.2309524,51.757
Scott Effross,28,664123,effrosc01,2022,CHC,1,NL,47,1,132,4,128,19,21.717,-1.379,1.86,0.084,103,104.045,23.009,116,0.0279,3,4.009,4.112,8.042,0.194,1.3187,0.81,NULL,4.39519,4.3077,1.853,0.5093,0.4371,-0.0511,4.48116,1.863,0.491,0.4268,158.3230769,20.582
Hunter Stratton,27,676702,strathu01,2024,PIT,1,NL,36,0,113,0,113,17,19.255,-1.282,1.869,-0.329,101,100.684,20.309,115,0.0274,-12,3.309,3.179,6.827,0.198,1.2422,0.64,800000,4.47804,4.38974,1.863,0.5093,0.3348,-0.0613,4.57701,1.874,0.4898,0.3636,117.7466667,17.662
Yusei Kikuchi,32,579328,kikucyu01,2023,TOR,1,AL,32,32,503,503,0,78,89.161,4.084,0,9.993,99,99.691,82.995,467,0.1162,86,4.995,2.936,21.107,0.203,1,1.77,10000000,4.6077,4.51595,1.878,0.5094,0.3008,-0.1034,5.10614,1.912,0.4511,1.5725,110.9861111,79.91
Danny Coulombe,33,543056,couloda01,2023,BAL,1,AL,61,0,154,0,154,17,26.665,-1.779,0,0.835,96,96.486,23.206,138,0.0334,25,6.206,5.575,11.139,0.203,1.7764,1.17,1000000,4.6077,4.51631,1.878,0.5094,0.5734,0.1018,4.68776,1.888,0.4919,0.4964,146.01875,23.363
Raisel Iglesias,33,628452,iglesra01,2023,ATL,1,NL,58,0,167,0,167,23,29.009,-1.912,1.885,0.996,101,101.048,28.279,148,0.0369,27,5.279,5.396,10.743,0.208,1.7162,1.12,16000000,4.70669,4.61366,1.889,0.5094,0.5452,0.0364,4.8018,1.9,0.4905,0.5417,158.8882353,27.011
Fernando Abad,37,472551,abadfe01,2023,COL,1,NL,6,0,19,0,19,3,3.562,-0.235,0,0.09,115,109.438,3.543,27,0.006,15,0.543,0.556,1.165,0.208,0.395,0.08,100000,4.70669,4.61403,1.889,0.5094,0.0564,-0.0352,4.81129,1.901,0.4896,0.0613,121.8666667,3.656
Camilo Doval,25,666808,dovalca01,2023,SFG,1,NL,69,0,203,0,203,32,35.569,-2.344,5.65,-0.457,96,97.395,38.307,160,0.0381,-12,6.307,6.45,12.949,0.208,2.1667,1.5,735000,4.70669,4.61321,1.889,0.5095,0.6555,0.1894,4.80387,1.9,0.4903,0.6579,143.0818182,31.478
Carlos EstÃ©vez,29,608032,estevca01,2022,COL,1,NL,62,0,171,0,171,27,28.325,-1.895,2.486,0.247,114,112.936,32.378,157,0.0353,7,5.378,5.512,10.603,0.194,1.2606,1.07,3025000,4.39519,4.30629,1.853,0.5095,0.589,-0.0803,4.47962,1.863,0.4911,0.5568,133.8045455,29.437
